traitGene	nsnps	PP.H0.abf	PP.H1.abf	PP.H2.abf	PP.H3.abf	PP.H4.abf	candidate_snp	SNP.PP.H4	hypr_posterior	hypr_regional_prob	hypr_candidate_snp	hypr_posterior_explainedBySnp
ENSG00000132321.16	6002	8.50210241175171e-07	0.547579712178568	6.44111496402204e-07	0.414803762701038	0.0376150307986563	rs60079197	0.119583330788262	1e-04	0.0119	rs60079197	0.1092
ENSG00000132394.10	4831	1.13626187298469e-25	0.601550257006215	6.80392882518462e-26	0.360169628885841	0.038280114107945	rs6148064	0.223935792459714	1e-04	0.0073	rs34977128	0.3176
ENSG00000132507.17	6369	2.85575465489967e-15	6.4400262071434e-05	4.43406640158027e-11	0.999928462957773	7.13673581181774e-06	rs9898040	0.19616486156656	0	0.0192	rs9898040	0.1952
ENSG00000132514.13	6556	1.31245115191985e-11	0.295971497392268	3.01219995876252e-11	0.679257906657066	0.0247705959074185	rs9898040	0.196069800641805	0	0.0146	rs9898040	0.1954
ENSG00000132740.8	5565	1.19017242202902e-112	1.18359013361663e-21	1.00556129037024e-91	1	8.53513333500277e-23	rs12795301	0.333476007704716	0	0.0128	rs12795301	0.3611
ENSG00000132744.7	4643	0.000321065333574183	0.147245700389706	0.00182668446760713	0.837733858884075	0.0128726909250376	rs12785905	0.314541532447599	0	0.0153	rs12785905	0.3183
ENSG00000133059.16	5509	6.90225187878358e-20	0.0690262245145612	9.26519554684744e-19	0.926564889394448	0.00440888609099297	rs4245739	0.106152365041341	0	0.0064	rs4245739	0.1011
ENSG00000133316.15	5044	0.000349682689131515	0.667511986350614	0.000152164157230883	0.290425774713404	0.0415603920896195	rs2277283	0.926954003926712	3e-04	0.0068	rs2277283	0.9079
ENSG00000134020.7	6104	9.70835646490997e-60	1.02902024204564e-07	9.43456209149249e-53	0.999999886898798	1.01991857515251e-08	rs11135766	0.326776541868753	0	0.0146	rs11135766	0.3543
ENSG00000134443.9	7054	0.000377130579014806	0.568227249481692	0.000264009759548451	0.39775335093263	0.0333782592471154	rs8094161	0.0509729846799337	3e-04	0.0108	rs12956892	0.0622
ENSG00000134824.13	4601	0.000238087197441344	0.454498460039446	0.000271591447899226	0.518430105198824	0.0265617561163894	rs2277283	0.923451270355603	0	0.0074	rs2277283	0.9019
ENSG00000135587.8	5301	8.95146168397558e-06	0.231743266632952	2.89068296619105e-05	0.748345407014068	0.0198734680616349	rs6935782	0.105922293431807	0	0.011	rs6935782	0.1159
ENSG00000136122.15	6193	1.31493622305068e-06	0.432244826655802	1.63504770926885e-06	0.537441317967397	0.0303109053928695	rs3929754	0.257922018168725	1e-04	0.0113	rs9543236	0.2973
ENSG00000136367.13	2285	0.568138881055618	0.233918842399803	0.128177323999466	0.0527572209854578	0.0170077315596561	rs111869888	0.0242948337346861	3e-04	0.0035	rs111869888	0.0248
ENSG00000136819.15	6357	2.21440183546832e-06	0.0129332605215586	2.5910072304944e-05	0.150491775728426	0.836546839275876	rs13300897	0.125227757918612	0.7313	0.9963	rs11793364	0.146
ENSG00000137070.17	4713	0.000473336745975793	0.358611160379373	0.000818529027762208	0.62011705136775	0.0199799224791398	rs10122495	0.0649497608991085	0	0.0152	rs2070074	0.1678
ENSG00000137073.21	5484	0.000535738718489616	0.4059012905829	0.000644468203401344	0.488175208242083	0.104743294253126	rs138047093	0.0244365511623962	0.0017	0.051	rs138047093	0.0222
ENSG00000137161.16	5076	7.78811775106485e-05	0.0067027660771552	0.0111942988001512	0.963407574233088	0.0186174797120951	rs59824590	0.0629139399285867	0.0024	0.3085	rs59824590	0.0962
ENSG00000137221.14	5205	0.0060824740094269	0.523433159455778	0.0050305616253046	0.43287724949385	0.0325765554156406	rs4711748	0.223245226314758	0	0.007	rs4711748	0.1432
ENSG00000137225.12	5862	0.00609552526892299	0.523472129720222	0.00500229134453915	0.429551398582078	0.0358786550842381	rs4711748	0.238564272881443	1e-04	0.0114	rs4711748	0.2468
ENSG00000137310.11	14644	2.27960637555518e-11	0.00582534018998039	3.88853597865851e-09	0.993681800700741	0.000492855197944937	rs1265095	0.13352206260884	0	0.0156	rs2596546	0.1503
ENSG00000137312.14	19780	2.96622698290647e-11	0.00770393137359394	3.80878172014236e-09	0.98921970254405	0.00307636224391049	rs2844626	0.168613381678175	0	0.9827	rs3132582	0.3347
ENSG00000137343.17	20474	1.28392239312611e-09	0.333267729954065	2.44199434929319e-09	0.633835565838019	0.0328967004819975	rs1265095	0.330338503558888	2e-04	0.0122	rs1265095	0.2901
ENSG00000137404.14	20243	9.36011367624851e-10	0.243075178730315	2.74785808471099e-09	0.713554902680398	0.0433699149054177	rs2844626	0.275832805662027	6e-04	0.0351	rs2844626	0.3697
ENSG00000137411.16	17467	2.1082787524315e-23	5.47618005996203e-15	3.84988852441565e-09	0.999995026340299	4.96980980437129e-06	rs753726	0.0249057387676482	0	0.9973	rs753726	0.04
ENSG00000137413.15	5337	4.1870539803715e-15	0.523830239334768	3.191497248368e-15	0.399202042126116	0.0769677185391112	rs4714485	0.239605564971972	2e-04	0.024	rs9369290	0.2586
ENSG00000137434.11	6741	5.8843594812866e-05	0.541676113724197	4.62701612565929e-05	0.425900890491282	0.0323178820284516	rs4713266	0.503478652747793	1e-04	0.0084	rs4713266	0.5133
ENSG00000137673.8	7108	3.72212039725975e-16	0.000763767441819106	1.15990935595959e-15	0.00138224366242015	0.997853988895759	rs11568818	0.999999888410534	0.9993	0.9998	rs11568818	1
ENSG00000137760.14	5905	0.000254675581661612	0.113781251660076	0.00195091979346379	0.871598811754545	0.0124143412102522	rs1800057	0.371527200981798	0	0.0197	rs1800057	0.3648
ENSG00000137804.12	4951	0.000271645758750928	0.380621772959119	0.000422809678627433	0.592401776677642	0.0262819949258602	rs8041443	0.0394263753147726	1e-04	0.0109	rs8041443	0.0433
ENSG00000137806.8	5019	4.45624446522657e-06	0.00624397452938829	0.000708422041597381	0.992622227660058	0.000420919524491564	rs4924487	0.0389028830769954	0	0.0019	rs8034840	0.0239
ENSG00000138036.18	5925	4.58516928803923e-14	0.361649218043696	5.22658583649051e-14	0.412013770619094	0.226337011337111	rs7572765	0.952407713543812	0.0064	0.1495	rs7572765	0.9644
ENSG00000138095.18	5994	5.33726530523759e-15	0.0420969805662481	1.20668903817913e-13	0.951754014385781	0.00614900504784183	rs7572765	0.853366523884516	0	0.0203	rs7572765	0.8396
ENSG00000138271.5	5759	3.93947971100726e-06	0.506176602139193	3.02061909033975e-06	0.388008059357196	0.105808378404811	rs79962793	0.0801908749524421	0.002	0.0568	rs150566228	0.089
ENSG00000138459.8	7063	6.06775330341913e-11	0.364461658983078	1.02210644431673e-10	0.613910072189658	0.0216282686643748	rs10934228	0.67481876624015	0	0.0076	rs10934228	0.7251
ENSG00000138696.10	6073	1.12143239985906e-19	0.176057964936658	4.20131658228068e-19	0.659416245752449	0.164525789310893	rs7674144	0.303857367654957	0.0048	0.2213	rs7674144	0.3594
ENSG00000138777.19	5113	1.9698643526485e-44	0.0766458008884103	2.35982641319448e-43	0.918183867170746	0.00517033194084192	rs10007915	0.601294465937062	0	0.0081	rs10007915	0.5726
ENSG00000140319.10	5367	0.000308155131179497	0.431747846599668	0.000379198398385363	0.53124833653035	0.0363164633404173	rs8041443	0.042872841983801	0	0.0087	rs8041443	0.0431
ENSG00000140320.11	4918	0.000337387157265683	0.472716941556357	0.000352525571939909	0.493894846360004	0.0326982993544336	rs4924487	0.0396465825200049	1e-04	0.0093	rs8041443	0.0431
ENSG00000140323.5	4957	5.47958666625317e-12	7.67746649049467e-09	0.000713211163771646	0.999282449621822	4.33153145948622e-06	rs11634187	0.346452549148748	0	0.0016	rs11634187	0.6913
ENSG00000141252.19	6048	1.84312084448419e-33	2.78587097670192e-18	6.61595910183245e-16	1	7.69802080163048e-16	rs2740358	0.782774996377716	0	0.0119	rs4968120	0.9327
ENSG00000141279.15	4560	0.00241716308215168	0.47963285754652	0.00239301843714054	0.474801127878619	0.0407558330555686	rs2525106	0.987788989973223	2e-04	0.0133	rs2525106	0.9688
ENSG00000141294.9	5074	9.54269055633338e-46	1.93981388153079e-07	4.91938355041349e-39	0.999999784455691	2.15629218428557e-08	rs138467395	1	0	0.0251	rs138467395	1
ENSG00000141295.13	5084	1.78369047444444e-39	0.362584066019535	2.95059780125121e-39	0.599752357895656	0.0376635760848057	rs138467395	1	0	0.0214	rs138467395	1
ENSG00000141504.11	5849	8.92662815034691e-12	0.201304825436956	3.46593268022632e-11	0.781587055758142	0.0171081187613155	rs9898040	0.196105356555077	0	0.0125	rs9898040	0.1955
ENSG00000141759.14	4307	7.82957157802657e-06	0.000313741154424946	0.024332953550606	0.975052922230438	0.000292553492953774	rs6650633	0.0695496083068452	0	0.0026	rs11081583	0.0849
ENSG00000141956.13	8525	3.02133183531972e-07	0.482074084758032	2.73240819760089e-07	0.435892316316465	0.0820330235514992	rs34205539	0.181503897866649	0.0026	0.0389	rs34205539	0.2143
ENSG00000141971.12	6360	2.12341413133662e-07	9.01225460021242e-05	0.00235032895592134	0.997533268659202	2.60674974618201e-05	rs754847	0.193548930039095	0	0.0023	rs754847	0.3446
ENSG00000142046.14	4642	3.93644774889507e-18	0.458445835694896	4.34236977564345e-18	0.505684380472224	0.0358697838328789	rs2079811	0.998163771248336	0	0.0084	rs2079811	0.9984
ENSG00000142319.17	2992	2.16949893565412e-09	0.695942099233658	7.35647153566313e-10	0.235916221318244	0.0681416765429516	rs35033501	0.999995401661053	0.0019	0.0191	rs35033501	1
ENSG00000143374.16	3061	4.20745254740748e-10	0.0267609329856044	1.523717024516e-08	0.969135505817905	0.00410354553857476	rs1811698	0.215217913699373	0	0.0308	rs1811698	0.2449
ENSG00000143382.14	3166	8.36101121869091e-09	0.531790812664648	4.14130448579902e-09	0.263197059762501	0.205012115070536	rs1811698	0.184080526488807	0.0346	0.1244	rs1811698	0.1602
ENSG00000143398.19	3852	1.08030012653713e-08	0.68710998333885	3.99150396157916e-09	0.253815024744493	0.0590749771221513	rs1811698	0.21404242106729	8e-04	0.0122	rs1811698	0.2592
ENSG00000143418.19	3906	4.74091172272009e-10	0.0301539275680505	1.49261527748104e-08	0.949337243376367	0.0205088136553371	rs1811698	0.243837627610355	8e-04	0.3246	rs7535032	0.298
ENSG00000143434.15	3861	8.94607311153437e-09	0.569002766406424	6.121143021295e-09	0.389285232838357	0.0417119856880022	rs1811698	0.181415768804417	1e-04	0.0101	rs1811698	0.2096
ENSG00000143437.20	3763	8.38557064644491e-12	0.00053335288631636	1.57131396513083e-08	0.9994129546282	5.36767639584306e-05	rs1811698	0.159979903812927	0	0.1584	rs12568757	0.0626
ENSG00000143442.21	3873	3.40542361837719e-10	0.021659405252985	1.53546168390976e-08	0.976592960974463	0.00174761807739378	rs1811698	0.172045233148405	0	0.008	rs1811698	0.1892
ENSG00000143452.15	3461	2.53409016207608e-10	0.0161177378927721	1.47885864262808e-08	0.940564729467298	0.043317517597934	rs1811698	0.887056862644795	0.0044	0.5277	rs1811698	0.9406
ENSG00000143537.13	3349	2.01827144693315e-07	0.732286439455017	5.91930781317176e-08	0.214716371639086	0.0529969278856745	rs146564277	0.21983494316123	7e-04	0.01	rs146564277	0.2107
ENSG00000143549.19	4114	8.79553002029478e-09	0.683573541586821	3.56050224708182e-09	0.276676391582204	0.0397500544749435	rs10127983	0.0649761518319663	2e-04	0.0079	rs10127983	0.0711
ENSG00000143552.9	4155	2.75145113600205e-10	0.0213838073652526	1.25168533222507e-08	0.972782586160143	0.00583359368260581	rs10127983	0.0753582370753186	0	0.0555	rs10127983	0.0797
ENSG00000143575.14	3953	8.24590268431525e-09	0.640857452889776	3.51832129005284e-09	0.273352122537579	0.0857904128084208	rs10127983	0.0572491919074458	0.0018	0.0197	rs10127983	0.0607
ENSG00000143622.10	3342	6.14772399075721e-07	0.405734768414783	8.39704437130069e-07	0.554144300396487	0.040119476711894	rs146564277	0.909978476824766	1e-04	0.0187	rs146564277	0.9169
ENSG00000143870.12	7652	6.05228245240888e-13	0.564364410211362	4.34042077565898e-13	0.404705469806127	0.0309301199814716	rs113822101	0.0140854816974551	1e-04	0.0044	rs113822101	0.0158
ENSG00000143924.18	6933	0.000240853609446472	0.0161240984861546	0.0144332272772427	0.966238641529076	0.00296317909808099	rs10779931	0.119109675342027	0	0.0041	rs222489	0.1328
ENSG00000143951.15	3900	1.19892375794329e-43	0.201293173951085	3.99659614523601e-43	0.670880248577619	0.127826577471297	rs58235267	0.999999572668904	0.0025	0.136	rs58235267	1
ENSG00000143971.7	6662	0.000523717922326291	0.474521801322551	0.000483224801892257	0.437745729049257	0.0867255269039733	rs74702681	0.734408092314479	1e-04	0.0594	rs74702681	0.7564
ENSG00000144488.14	7019	2.7486713180075e-30	1.99405066114586e-24	1.37843413588526e-06	0.999998610954817	1.06110482059721e-08	rs12479385	0.411943817215064	0	0.0021	rs12479385	0.5092
ENSG00000144504.15	7572	8.0231910717977e-15	0.439625201551309	9.6506917554901e-15	0.528771371617645	0.0316034268310306	rs76832527	0.795844537185709	0	0.0091	rs76832527	0.7761
ENSG00000144893.12	5896	0.378097175696085	0.203113964523798	0.259956945410244	0.139629780142786	0.0192021342270861	rs12152407	0.0806910389875207	3e-04	0.0056	rs12152407	0.0637
ENSG00000146112.11	20272	7.1231860525465e-10	0.184983834905286	3.03300601888263e-09	0.787621672269674	0.0273944890797152	rs2249935	0.237904919949326	1e-04	0.0659	rs2249935	0.7535
ENSG00000146221.9	6026	0.00670017525144868	0.575117098164551	0.0044356772179408	0.380708317163697	0.0330387322023625	rs4711748	0.231944056486923	3e-04	0.0095	rs4711748	0.2394
ENSG00000146223.14	5049	0.00169515921850076	0.145894891843794	0.0095958265279114	0.825853587884886	0.0169605345249073	rs4711748	0.199372042546469	0	0.0067	rs4711748	0.1631
ENSG00000146453.12	4915	2.47172057213753e-30	0.279062589319159	6.24809638493472e-30	0.705408042839476	0.0155293678413638	rs651164	0.99999982637624	0	0.0104	rs651164	1
ENSG00000146457.14	5222	1.98332327861545e-31	0.022392148037541	8.64785177690869e-30	0.976359889342424	0.00124796262003091	rs651164	0.999998486317461	0	0.0066	rs651164	1
ENSG00000146477.5	2661	6.01505780951281e-30	0.679113013885485	1.40744417013573e-30	0.15874133999367	0.162145646120845	rs651164	0.999999962523291	0.0129	0.0419	rs651164	1
ENSG00000147459.17	5987	1.31966449592944e-05	0.335737326872827	2.51593620503362e-05	0.640057989907229	0.0241663272129338	rs17819816	0.2187965150518	0	0.009	rs17819816	0.2174
ENSG00000148344.10	6325	0.000103289146817318	0.60326237410546	6.15148840764794e-05	0.35924160712748	0.0373312147361662	rs1182	0.0972468428029793	2e-04	0.0071	rs1182	0.1063
ENSG00000148384.12	6523	0.0642543873586559	0.0110912475158631	0.76907809715177	0.132731288787996	0.0228449791857155	rs10735662	0.209376286497186	4e-04	0.0071	rs10735662	0.3498
ENSG00000148396.18	6443	0.378685446015538	0.0654012250102803	0.459636555485807	0.0793650505483112	0.0169117229400633	rs3004010	0.0767106022127094	2e-04	0.0048	rs3004010	0.1267
ENSG00000148399.12	4197	0.194091951564124	0.0180655830955255	0.709632828191219	0.066038640083402	0.0121709970657305	rs3215867	0.0742862766254383	3e-04	0.0049	rs863701	0.1756
ENSG00000148400.9	6293	0.518046268031337	0.087832057036143	0.329038267019063	0.0557774250860349	0.0093059828274227	rs11430171	0.110870447074216	2e-04	0.0025	rs11430171	0.0245
ENSG00000149179.13	3155	0.012882827858933	0.328494280766478	0.0239853050250241	0.611569014271482	0.0230685720780825	rs10838703	0.218851545011884	0	0.006	rs10838703	0.1866
ENSG00000149292.16	5733	2.74740774058967e-21	3.11408150673399e-17	8.82169843447183e-05	0.999905743183878	6.03983177887242e-06	rs2236709	0.908359569737145	0	0.0182	rs2236709	0.9999
ENSG00000149311.18	5720	6.41050263652373e-06	0.00286923432426644	0.00222214884491999	0.994596545941711	0.000305660386466747	rs1800057	0.339930458587545	0	0.0031	rs227083	0.0531
ENSG00000149485.18	4559	0.000219780230467887	0.419551051456079	0.000287119644033094	0.548067234424705	0.031874814244715	rs2277283	0.940410395424513	0	0.0108	rs2277283	0.9291
ENSG00000149489.8	5119	0.000150854707478889	0.28797246095452	0.000363763440511933	0.694385154536723	0.0171277663607649	rs2277283	0.928491476575852	0	0.0068	rs2277283	0.9096
ENSG00000149499.11	5118	5.74533217895848e-07	0.00109674896144415	0.00052296652205168	0.998311207616427	6.85023668597269e-05	rs2277283	0.865351835297207	0	0.0019	rs11553576	0.1366
ENSG00000149503.12	4459	0.000100415389380332	0.191687808541558	0.000416111581771311	0.794322112962938	0.0134735515243512	rs2277283	0.91898113438681	0	0.0086	rs2277283	0.8807
ENSG00000149541.9	5118	4.88706148164671e-05	0.0932910489173447	0.000471647086220423	0.900339922819626	0.00584851056199267	rs2277283	0.927796614497401	0	0.0057	rs2277283	0.882
ENSG00000150175.13	1802	1.25082681609931e-11	0.687155865873124	3.42212945539024e-12	0.187873583588398	0.124970550522549	rs6602880	0.331781155484024	0.0026	0.0356	rs6602880	0.4486
ENSG00000150656.14	6738	0.00401518990591128	0.52363641258263	0.00322734149255623	0.420841780956764	0.0482792750621387	rs10460109	0.140175981224107	6e-04	0.0175	rs10460109	0.1341
ENSG00000150873.11	7565	5.7225498248655e-13	0.533617425715933	4.19929239151733e-13	0.391501542830028	0.0748810314530476	rs113822101	0.0144888029037751	0.0019	0.0269	rs113822101	0.0165
ENSG00000152256.13	6376	2.28893019472784e-38	0.484119517606077	2.2140065097605e-38	0.46822514999421	0.0476553323997126	rs4405725	0.0905522283350754	4e-04	0.018	rs4405725	0.1046
ENSG00000152291.13	5243	1.36418494499857e-18	0.499318243883017	1.10637637525234e-18	0.40485946679374	0.0958222893232409	rs10175792	0.22400883941957	5e-04	0.0288	rs10175792	0.2607
ENSG00000152518.7	5781	6.92815387050627e-14	0.54644905615404	5.32424701046094e-14	0.419909363147158	0.0336415806986774	rs7572765	0.841116920708879	1e-04	0.0093	rs7572765	0.8253
ENSG00000152527.13	5930	7.85170558715163e-16	0.00619292987351728	1.25914770930264e-13	0.993135581209017	0.000671488917341165	rs7572765	0.78481419033367	0	0.0165	rs7572765	0.6676
ENSG00000152601.17	5776	3.83348480400956e-07	0.197909949681773	3.4516664152747e-07	0.17757343231962	0.624515889483485	rs17369534	0.026768412605025	0.7482	0.956	rs73011743	0.0324
ENSG00000153208.16	4299	1.38055722385375e-05	0.619161445707176	7.57103367336977e-06	0.339509423914989	0.0413077537719233	rs11681263	0.747931717205335	1e-04	0.0105	rs11681263	0.7053
ENSG00000153822.13	5347	0.00924403914227922	0.594445837296313	0.00541093399992515	0.34791174778098	0.0429874417805023	rs72868325	0.175629306229155	6e-04	0.0136	rs72868325	0.1721
ENSG00000153936.16	6204	0.000641803510134923	0.107551969338429	0.00523425898635401	0.877135754050417	0.00943621411466544	rs12139208	0.149591769641664	0	0.0092	rs12139208	0.1497
ENSG00000153989.7	5296	2.26235580683721e-16	0.608613398911216	1.3127828243635e-16	0.353123345698202	0.0382632553905789	rs34272842	0.170407084280115	1e-04	0.0067	rs339297	0.1526
ENSG00000154252.11	4539	1.90012088233689e-18	0.000104115808584623	1.82480204237189e-14	0.999887640560891	8.24363050453597e-06	rs76832527	0.795847984987592	0	0.0153	rs76832527	0.7761
ENSG00000155085.15	5660	1.51023092285399e-05	0.390981909350278	2.24611971828262e-05	0.581467782308365	0.0275127448349456	rs6935782	0.118619967403071	1e-04	0.0113	rs6935782	0.1333
ENSG00000155749.12	4429	2.36341539666161e-06	0.000338038396524132	0.000324835967664657	0.0455073362771581	0.953827425943257	rs7560328	0.209276513912507	0.8966	0.9987	rs7560328	0.2345
ENSG00000157306.14	2424	0.54774237761174	0.226220923196619	0.146413655555665	0.0604505550369794	0.0191724885989964	rs111869888	0.0550158412079222	3e-04	0.0039	rs111869888	0.1048
ENSG00000157601.13	8555	1.54043521526773e-09	0.00245786936359527	6.25079435862257e-07	0.997356653003565	0.000184851012968878	rs9978557	0.212866100260715	0	0.0108	rs9978557	0.2347
ENSG00000158258.16	5775	0.561133307808637	0.0802447098843742	0.307392978548421	0.0439513682706713	0.00727763548789627	rs143281889	0.0544569628584691	1e-04	0.0019	rs143281889	0.0331
ENSG00000158683.7	7122	2.78491218090333e-09	0.00107278697599993	2.59299765536381e-06	0.998858760841089	6.58564003443893e-05	rs13231464	0.400227303309751	0	0.0104	rs13231464	0.3771
ENSG00000159111.12	5074	2.84197944238814e-39	0.577710357558518	1.77787085075992e-39	0.361340118184492	0.0609495242569872	rs138467395	1	0.0012	0.0222	rs138467395	1
ENSG00000159164.9	2152	1.35531825971111e-08	0.689637280255272	5.07374104871017e-09	0.258118923952681	0.0522437771651236	rs1811698	0.225651226913637	0	0.0096	rs1811698	0.2557
ENSG00000159182.4	4818	3.20016378599345e-39	0.650521160525554	1.39924946355051e-39	0.284370766389844	0.0651080730845958	rs138467395	1	0.0017	0.0184	rs138467395	1
ENSG00000159199.13	4505	2.50731439416308e-39	0.509680497177131	2.15304571405297e-39	0.437612953783882	0.0527065490389884	rs138467395	1	5e-04	0.0206	rs138467395	1
ENSG00000159247.13	2471	9.97567052548945e-29	7.02021460622486e-30	0.922700664762815	0.0649211685798016	0.0123781666573784	rs11536848	0.490318719077302	3e-04	0.0039	rs11536848	0.7811
ENSG00000159352.15	3919	1.10597511230224e-08	0.703440203561866	3.84335657845625e-09	0.244399229342309	0.0521605521927169	rs1811698	0.18985584273561	2e-04	0.0068	rs1811698	0.2234
ENSG00000160117.14	6319	0.000508564289582608	0.215845114074724	0.00180530082384246	0.766191042554712	0.0156499782571393	rs11666569	0.193562103739247	0	0.0111	rs11666569	0.1655
ENSG00000160172.10	4818	5.9368505440749e-06	0.00270645876439988	0.00218232932533788	0.994868049506417	0.000237225553300506	rs12785905	0.298806360364248	0	0.0015	rs76605652	0.748
ENSG00000160185.14	7979	6.4602298663541e-09	0.0103073935629356	6.19758172667077e-07	0.988832592622453	0.00085938759620931	rs9978557	0.216680923214166	0	0.0122	rs9978557	0.2395
ENSG00000160188.9	7562	4.41129739538801e-08	0.069716123621196	5.82628100510795e-07	0.920775672829751	0.00950757680797749	rs9978557	0.189189546474736	0	0.0268	rs9978557	0.1943
ENSG00000160678.11	4764	1.46111456348265e-10	0.0112582681407454	1.28184690465059e-08	0.987695369018318	0.00104634987635451	rs10127983	0.0409763138509744	0	0.0166	rs10127983	0.0417
ENSG00000160710.15	3450	8.42478607263719e-09	0.654810235111359	3.35881666561882e-09	0.260977316193848	0.0842124369111916	rs10127983	0.0818258316402447	0.0015	0.0207	rs10127983	0.0972
ENSG00000160766.14	3449	2.92057771597245e-23	1.96206481198209e-17	1.48852032322158e-06	0.999998504446675	7.03299948080187e-09	rs2049805	0.123003992021158	0	0.0012	rs2049805	0.1376
ENSG00000161243.8	5825	9.45499604269728e-31	0.00053031525519661	1.78189711801515e-27	0.999436900459244	3.27842855600224e-05	rs11083450	0.25726427509534	0	0.0092	rs11083450	0.2641
ENSG00000161912.17	6240	6.80301012970763e-26	8.51104963334008e-12	7.99315057804025e-15	0.999999999990962	5.19035469608123e-13	rs9369290	0.241999605586574	0	0.002	rs370197492	0.6048
ENSG00000161940.10	6477	2.37743505856563e-11	0.536136535980423	1.85279304685486e-11	0.417778175546979	0.0460852884302977	rs9898040	0.196059959890732	3e-04	0.0149	rs9898040	0.1954
ENSG00000161944.16	6588	1.18711346238565e-11	0.267706534085375	3.1268451810474e-11	0.705109192798708	0.0271842730727772	rs9898040	0.196128653874072	0	0.0197	rs9898040	0.1955
ENSG00000161956.12	5964	1.6049294161597e-11	0.361928412965967	2.68670923988451e-11	0.605848884280273	0.0322227027108447	rs9898040	0.196152769550533	0	0.0135	rs9898040	0.1955
ENSG00000162194.12	5070	1.86552746096273e-06	0.00356114067540362	0.00052143824660755	0.995382804434931	0.000532751115596541	rs2277283	0.92567470491288	0	0.0029	rs597259	0.2008
ENSG00000162222.13	5025	0.000168517876275179	0.321683555212781	0.000345185429489696	0.658905120532319	0.0188976209491348	rs2277283	0.924961340916396	0	0.0089	rs2277283	0.9057
ENSG00000162341.16	5748	2.16655596503241e-92	0.215457375475811	7.63542878651404e-92	0.759294831413851	0.0252477931103328	rs12795301	0.337506424817136	0	0.0173	rs12795301	0.3686
ENSG00000162873.14	5072	6.44702622585664e-19	0.644737235807268	3.17202978330525e-19	0.31718192769772	0.0380808364950128	rs4245739	0.104281183194145	3e-04	0.0084	rs4245739	0.0988
ENSG00000162877.12	4986	1.7491423000755e-10	3.86420018102264e-07	5.24671201624302e-05	0.115025290378198	0.884921855906707	rs1772159	0.284368336774724	0.5931	0.9995	rs1772159	0.3313
ENSG00000162882.14	5854	3.39430762842994e-19	2.67721565444477e-06	1.2678462955939e-13	0.99999714845295	1.74331268698735e-07	rs7572765	0.878966431029135	0	0.0086	rs7572765	0.8768
ENSG00000163106.10	5681	1.68877938362323e-19	0.265127939539695	4.47254619259521e-19	0.702129403587936	0.0327426568723687	rs7679542	0.225009469640669	2e-04	0.0238	rs7679542	0.304
ENSG00000163131.10	3542	2.44241987526174e-15	1.55346814785608e-07	1.57223624069625e-08	0.999999609005682	2.19925136052005e-07	rs1811698	0.733522423738176	0	0.0013	rs1811698	0.1176
ENSG00000163218.14	4738	4.42952384268486e-10	0.0341306345158086	1.24665628637978e-08	0.960575834124231	0.00529351845044513	rs10127983	0.0615949404142758	0	0.0298	rs10127983	0.0653
ENSG00000163320.10	5924	1.3682175536962e-42	1.40098427526569e-06	9.76610182477603e-37	0.999998505275025	9.37407018196162e-08	rs6788616	0.505873706914397	0	0.0086	rs6788616	0.4999
ENSG00000163374.19	3341	1.0165216103134e-06	0.682821770151214	3.77009323771153e-07	0.25318214509479	0.0639946912230634	rs146564277	0.899173885149116	8e-04	0.016	rs146564277	0.9015
ENSG00000163531.15	5863	4.31812776538387e-22	0.000431835959988868	9.99482082993112e-19	0.999535711396847	3.24526431658594e-05	rs4245739	0.103609406320237	0	0.0097	rs6679311	0.1015
ENSG00000163608.14	6354	1.26136744628694e-20	0.540059823428153	9.9964347819277e-21	0.427969625584294	0.0319705509875546	rs12629813	0.33393506473331	0	0.0064	rs12629813	0.3415
ENSG00000163870.14	5150	3.34053773968138e-26	0.176851954960506	1.53199359456281e-25	0.811043130196048	0.0121049148434441	rs6148064	0.226322765142386	0	0.0073	rs34977128	0.3163
ENSG00000164465.18	5322	1.78431033617293e-16	0.48001078129651	1.81225359527075e-16	0.487495514477986	0.0324937042255011	rs339297	0.20762030984197	1e-04	0.0111	rs339297	0.2024
ENSG00000164978.17	5206	6.35886040410414e-16	4.81777557706661e-13	0.00131775873666473	0.998396510946017	0.000285730316834063	rs10971957	0.975516790248146	0	0.0533	rs10971957	0.9998
ENSG00000165271.16	6004	9.93105556689168e-08	7.52390191554101e-05	0.00131805992666481	0.998579987386626	2.66143569968057e-05	rs2275228	0.829588646550477	0	0.0045	rs2275228	1
ENSG00000165406.15	4484	1.69649259031748e-13	0.00933095832050041	1.80014840392387e-11	0.990107489824065	0.000561551837262847	rs6602880	0.318459265119915	0	0.008	rs6602880	0.4297
ENSG00000165511.6	6044	8.72599624208619e-09	0.57012659061879	5.87355315336434e-09	0.383711605374753	0.0461617894069082	rs7075427	0.980120737224895	5e-04	0.0136	rs7075427	0.9775
ENSG00000165684.4	6648	0.489360397304273	0.0854168947066588	0.354273237863956	0.0618285758681091	0.00912089425700329	rs11430171	0.0993016947357634	2e-04	0.004	rs74809972	0.434
ENSG00000165689.16	6640	0.339541953854339	0.0590187405323812	0.503106141818719	0.0874383600149173	0.010894803779644	rs11430171	0.0583189742116889	1e-04	0.0034	rs4418446	0.0919
